[2026-02-09 20:26:18] 🥳 Nila Command Center running at http://0.0.0.0:5555
[2026-02-09 20:26:18]    Using OpenClaw CLI for gateway data
[2026-02-10 01:58:43] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 01:58:44] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 01:58:45] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 01:58:45] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 01:58:46] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 01:58:46] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 01:58:46] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 01:58:47] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 01:59:08] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 01:59:08] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 01:59:08] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 01:59:08] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 01:59:09] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 01:59:11] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 01:59:14] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 01:59:14] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 01:59:14] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 01:59:38] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 01:59:38] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 01:59:38] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 01:59:38] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 01:59:39] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 01:59:41] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 01:59:44] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 01:59:44] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 01:59:44] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:00:08] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 02:00:08] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 02:00:08] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:00:08] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 02:00:09] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 02:00:11] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:00:14] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 02:00:14] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 02:00:14] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:00:38] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 02:00:38] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 02:00:38] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:00:38] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 02:00:39] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 02:00:41] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:00:43] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 02:00:44] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 02:00:44] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:01:08] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 02:01:08] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 02:01:08] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:01:08] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 02:01:09] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 02:01:11] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:01:14] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 02:01:14] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 02:01:14] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:01:14] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 02:01:14] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 02:01:14] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:01:14] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 02:01:15] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 02:01:17] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:01:19] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:01:19] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:01:19] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:01:19] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:01:20] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 02:01:20] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 02:01:20] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:01:23] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:01:23] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:01:23] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:01:23] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:01:23] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:01:24] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:01:38] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 02:01:38] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 02:01:38] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:01:38] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 02:01:39] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 02:01:41] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:01:44] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 02:01:44] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 02:01:44] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:02:08] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 02:02:08] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 02:02:08] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:02:08] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 02:02:09] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 02:02:11] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:02:14] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 02:02:14] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 02:02:14] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:02:43] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 02:02:43] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 02:02:43] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:02:43] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 02:02:44] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 02:02:46] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:02:48] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 02:02:49] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 02:02:49] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:03:43] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 02:03:43] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 02:03:43] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:03:43] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 02:03:44] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 02:03:46] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:03:49] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 02:03:49] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 02:03:49] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:04:43] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 02:04:43] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 02:04:43] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:04:43] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 02:04:44] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 02:04:46] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:04:49] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 02:04:49] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 02:04:49] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:05:43] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 02:05:43] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 02:05:43] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:05:43] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 02:05:44] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 02:05:46] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:05:49] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 02:05:49] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 02:05:49] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:06:43] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 02:06:43] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 02:06:43] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:06:43] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 02:06:44] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 02:06:46] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:06:49] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 02:06:49] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 02:06:49] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:07:43] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 02:07:43] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 02:07:43] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:07:43] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 02:07:44] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 02:07:46] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:07:49] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 02:07:49] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 02:07:49] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:08:43] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 02:08:43] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 02:08:43] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:08:43] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 02:08:44] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 02:08:47] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:08:50] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 02:08:50] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 02:08:50] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:09:43] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 02:09:43] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 02:09:43] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:09:43] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 02:09:44] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 02:09:47] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:09:49] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 02:09:49] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 02:09:49] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:10:43] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 02:10:43] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 02:10:43] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:10:43] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 02:10:44] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 02:10:46] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:10:49] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 02:10:49] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 02:10:49] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:11:43] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 02:11:43] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:11:43] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 02:11:43] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 02:11:44] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 02:11:51] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:11:56] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 02:11:57] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 02:11:58] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:12:52] 🔷 OpenClaw Dashboard running at http://0.0.0.0:5555
[2026-02-10 02:12:52]    Using OpenClaw CLI for gateway data
[2026-02-10 02:12:53] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:13:23] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 02:13:23] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 02:13:23] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:13:23] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 02:13:23] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 02:13:24] [Proxy] "GET /proxy/dashboard/settings HTTP/1.1" 200 -
[2026-02-10 02:13:24] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 02:13:24] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 02:13:24] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:13:24] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 02:13:24] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 02:13:27] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:13:29] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:13:31] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 02:13:31] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 02:13:32] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 02:13:32] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 02:13:33] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:13:54] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 02:13:54] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 02:13:54] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:13:54] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 02:13:54] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 02:13:57] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:13:59] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 02:14:00] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 02:14:00] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:14:24] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 02:14:24] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 02:14:24] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:14:24] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 02:14:25] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 02:14:27] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:14:30] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 02:14:30] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 02:14:30] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:14:54] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 02:14:54] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 02:14:54] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:14:54] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 02:14:55] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 02:14:57] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:15:00] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 02:15:00] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 02:15:00] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:15:09] [Proxy] "GET /proxy/dashboard/settings HTTP/1.1" 200 -
[2026-02-10 02:15:09] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 02:15:09] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 02:15:09] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:15:09] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 02:15:09] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 02:15:13] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:15:18] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 02:15:18] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 02:15:18] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:15:45] 🔷 OpenClaw Dashboard running at http://0.0.0.0:5555
[2026-02-10 02:15:45]    Using OpenClaw CLI for gateway data
[2026-02-10 02:16:09] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 02:16:09] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 02:16:09] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:16:09] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 02:16:10] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 02:16:13] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:16:15] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 02:16:15] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 02:16:16] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:16:39] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 02:16:39] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 02:16:39] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:16:39] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 02:16:40] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 02:16:42] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:16:45] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 02:16:45] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 02:16:45] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:17:09] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 02:17:09] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 02:17:09] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:17:09] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 02:17:10] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 02:17:12] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:17:15] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 02:17:15] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 02:17:15] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:17:39] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 02:17:39] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 02:17:39] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:17:39] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 02:17:40] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 02:17:42] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:17:45] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 02:17:45] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 02:17:45] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:18:09] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 02:18:09] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 02:18:09] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:18:09] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 02:18:09] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 02:18:12] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:18:14] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 02:18:14] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 02:18:15] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:18:39] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 02:18:39] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 02:18:39] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 02:18:39] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 02:18:40] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 02:18:43] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 02:18:45] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 02:18:45] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
